1,2016-10-27 00:54:46,1,,,
2,2020-02-11 07:49:31,1,,,
3,2013-01-03 04:14:07,1,,,
4,2011-10-19 03:49:20,1,,,
5,2015-03-03 04:05:09,1,,,
6,2014-05-13 23:20:57,1,,,
7,2015-12-03 07:58:23,2,,,
8,2017-02-06 13:42:57,2,,,
9,2019-02-18 16:42:53,2,,,
10,2012-10-18 07:08:48,2,,,
11,2020-02-02 20:03:49,2,,,
12,2011-07-25 08:46:47,2,,,
13,2013-04-28 17:20:07,2,,,
14,2011-07-11 12:19:42,2,,,
15,2020-11-03 21:19:28,3,,,
16,2014-04-10 08:23:27,3,,,
17,2019-06-26 01:12:47,3,,,
18,2019-09-22 15:47:54,3,,,
19,2019-01-28 00:34:04,3,,,
20,2011-01-30 09:20:17,3,,,
21,2015-06-09 00:51:33,3,,,
22,2016-10-26 13:11:56,3,,,
23,2016-09-27 00:25:45,3,,,
24,2011-11-09 10:54:42,3,,,
25,2019-08-21 17:16:56,3,,,
26,2015-08-02 01:25:33,3,,,
27,2011-07-07 12:44:16,3,,,
28,2012-12-14 21:06:02,3,,,
29,2016-06-05 22:23:20,3,,,
30,2011-06-06 12:39:09,3,,,
31,2013-03-13 14:17:46,3,,,
32,2018-12-23 17:08:53,3,,,
33,2016-07-10 02:02:33,3,,,
34,2019-01-19 06:50:54,5,,,
35,2016-09-25 16:24:06,6,,,
36,2020-09-25 18:02:54,6,,,
37,2020-09-12 10:32:06,6,,,
38,2017-12-27 15:08:01,6,,,
39,2012-02-17 01:22:24,6,,,
40,2017-03-14 09:54:48,6,,,
41,2019-12-18 03:22:51,6,,,
42,2012-05-15 23:30:16,6,,,
43,2018-12-13 14:32:55,6,,,
44,2018-01-02 04:25:39,6,,,
45,2014-10-14 04:25:02,6,,,
46,2016-12-13 11:33:15,6,,,
47,2012-05-27 10:04:18,6,,,
48,2015-12-14 18:54:37,6,,,
49,2016-02-21 14:49:54,6,,,
50,2016-11-13 09:58:05,6,,,
51,2019-08-08 15:12:20,7,,,
52,2018-11-04 17:49:10,7,,,
53,2015-08-21 20:22:34,7,,,
54,2013-02-28 07:29:12,7,,,
55,2017-02-21 13:49:35,7,,,
56,2020-03-18 05:07:45,7,,,
57,2011-02-04 11:39:03,7,,,
58,2016-10-30 07:47:46,7,,,
59,2020-01-13 19:51:43,7,,,
60,2016-12-29 06:28:42,7,,,
61,2019-09-27 14:36:43,8,,,
62,2018-04-07 18:58:59,8,,,
63,2016-07-13 20:22:12,8,,,
64,2012-04-03 06:37:33,8,,,
65,2015-06-13 22:15:54,8,,,
66,2012-08-22 10:36:41,8,,,
67,2012-01-29 16:40:11,9,,,
68,2016-11-24 16:55:25,9,,,
69,2017-10-18 06:46:53,9,,,
70,2012-10-03 05:11:54,9,,,
71,2014-02-02 21:33:12,9,,,
72,2013-03-16 10:08:42,9,,,
73,2014-04-13 09:25:42,10,,,
74,2013-09-16 18:24:12,10,,,
75,2011-08-18 19:41:38,10,,,
76,2020-10-03 09:43:38,10,,,
77,2015-07-10 10:52:23,10,,,
78,2018-11-27 06:56:53,10,,,
79,2016-05-07 09:21:53,11,,,
80,2019-08-25 17:30:42,12,,,
81,2016-03-10 22:12:23,12,,,
82,2019-12-03 18:25:13,12,,,
83,2014-11-14 13:15:17,12,,,
84,2019-03-01 08:06:44,12,,,
85,2017-01-10 19:55:49,12,,,
86,2011-12-31 12:50:14,12,,,
87,2018-04-12 03:48:41,12,,,
88,2019-06-09 09:38:42,12,,,
89,2015-01-10 12:29:40,12,,,
90,2016-11-29 22:33:47,12,,,
91,2013-08-08 23:45:40,12,,,
92,2017-09-04 09:21:43,12,,,
93,2014-07-24 17:13:39,12,,,
94,2020-08-03 19:39:37,12,,,
95,2011-06-26 11:03:08,12,,,
96,2017-12-02 14:05:03,12,,,
97,2020-11-28 15:39:53,12,,,
98,2020-04-28 20:19:00,12,,,
99,2016-08-01 14:52:51,12,,,
100,2019-08-30 20:20:49,13,,,
101,2017-10-12 20:01:25,13,,,
102,2015-08-15 13:41:03,13,,,
103,2014-08-21 18:20:26,13,,,
104,2020-01-19 20:58:35,13,,,
105,2016-09-06 20:22:37,13,,,
106,2014-07-26 08:15:50,13,,,
107,2018-06-11 05:40:06,13,,,
108,2017-05-04 10:25:42,13,,,
109,2015-09-03 14:28:44,13,,,
110,2011-06-21 23:00:14,13,,,
111,2019-05-15 17:17:25,13,,,
112,2014-03-10 11:16:22,13,,,
113,2017-11-03 17:22:20,13,,,
114,2020-02-03 13:23:40,13,,,
115,2016-10-07 20:23:52,13,,,
116,2012-02-08 07:08:11,13,,,
117,2016-03-29 23:48:52,13,,,
118,2018-01-29 07:45:57,13,,,
119,2015-11-08 15:42:39,14,,,
120,2019-07-19 19:56:01,14,,,
121,2012-06-02 17:30:14,14,,,
122,2016-06-01 18:58:00,14,,,
123,2011-10-03 06:32:38,14,,,
124,2014-02-21 19:59:27,15,,,
125,2020-09-15 08:01:15,15,,,
126,2020-08-08 05:14:37,15,,,
127,2013-08-17 22:13:53,15,,,
128,2013-10-02 00:57:07,15,,,
129,2016-04-02 15:02:52,15,,,
130,2020-10-26 02:53:07,15,,,
131,2014-05-31 16:47:07,15,,,
132,2018-01-25 05:40:46,15,,,
133,2014-10-03 22:31:49,15,,,
134,2020-03-07 02:32:49,15,,,
135,2017-08-03 22:42:19,15,,,
136,2020-07-16 00:21:25,15,,,
137,2012-04-13 20:30:19,15,,,
138,2015-01-24 15:58:31,16,,,
139,2013-07-29 06:23:16,17,,,
140,2011-11-18 15:41:42,17,,,
141,2012-12-03 13:43:01,17,,,
142,2019-05-09 02:57:33,17,,,
143,2018-08-07 08:52:30,17,,,
144,2018-03-07 10:32:54,17,,,
